customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0068,Female,0,Yes,Yes,72,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,44.17,3180.24,Yes
0069,Female,1,No,Yes,21,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.66,559.86,No
0070,Female,1,No,Yes,16,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.23,675.68,No
0071,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),83.91,4279.41,No
0072,Male,1,Yes,No,16,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),49.62,793.92,Yes
0073,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,104.17,1875.06,Yes
0074,Male,1,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,81.62,3836.14,Yes
0075,Female,1,No,Yes,56,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.0,1400.0,Yes
0076,Female,0,No,Yes,28,No,No phone service,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,28.82,806.96,No
0077,Female,0,Yes,Yes,56,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),48.06,2691.36,No
0078,Male,1,No,Yes,37,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,77.36,2862.32,No
0079,Female,1,No,Yes,16,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,113.69,1819.04,No
0080,Male,0,Yes,No,65,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.32,1970.8,Yes
0081,Female,1,Yes,Yes,60,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),103.07,6184.2,Yes
0082,Male,1,No,Yes,61,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,77.28,4714.08,Yes
0083,Female,1,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,56.39,620.29,Yes
0084,Male,1,Yes,Yes,66,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),84.3,5563.8,No
0085,Male,0,No,No,32,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),98.5,3152.0,Yes
0086,Female,0,No,Yes,19,No,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),55.87,1061.53,Yes
0087,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,111.97,6270.32,No
0088,Female,0,No,No,5,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,75.09,375.45,No
0089,Female,0,Yes,Yes,3,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.69,107.07,No
0090,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.68,2091.04,No
0091,Female,1,No,Yes,72,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),96.55,6951.6,No
0092,Female,0,No,Yes,29,No,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.66,2281.14,No
0093,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.41,4626.19,No
0094,Female,1,Yes,Yes,25,No,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,22.77,569.25,Yes
0095,Female,1,Yes,Yes,22,No,No,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,66.33,1459.26,Yes
0096,Female,0,No,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,56.56,4015.76,Yes
0097,Female,1,Yes,Yes,23,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),24.38,560.74,No
0098,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),88.12,6168.4,No
0099,Male,1,Yes,No,40,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),38.31,1532.4,Yes
0100,Male,1,No,Yes,14,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.99,769.86,Yes
0101,Female,0,Yes,No,29,No,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Electronic check,77.76,2255.04,No
0102,Female,1,No,Yes,16,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.03,1024.48,No
0103,Female,1,Yes,No,10,No,Yes,No,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,90.18,901.8,Yes
0104,Female,1,Yes,Yes,47,No,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.48,4910.56,Yes
0105,Female,1,Yes,Yes,4,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.92,147.68,No
0106,Female,0,Yes,No,12,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,47.86,574.32,No
0107,Female,1,No,Yes,42,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,38.58,1620.36,No
0108,Female,1,No,No,4,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,69.92,279.68,No
0109,Male,0,No,No,6,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),27.93,167.58,Yes
0110,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.13,1317.82,No
0111,Male,1,No,No,35,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),32.79,1147.65,No
0112,Female,1,Yes,Yes,47,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.68,5389.96,No
0113,Female,1,No,No,58,No,No,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),104.04,6034.32,Yes
0114,Male,0,No,Yes,65,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),116.93,7600.45,No
0115,Female,1,No,Yes,19,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),24.06,457.14,Yes
0116,Male,0,No,No,57,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,40.52,2309.64,No
0117,Female,1,Yes,No,65,No,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,116.1,7546.5,Yes
0118,Female,1,Yes,Yes,13,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,118.46,1539.98,Yes
0119,Male,1,Yes,No,8,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,48.07,384.56,Yes
0120,Female,0,Yes,Yes,18,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,79.88,1437.84,Yes
0121,Male,1,No,No,35,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.75,1426.25,Yes
0122,Female,1,No,Yes,26,No,No phone service,No,No,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),109.48,2846.48,Yes
0123,Male,0,Yes,Yes,38,No,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),33.69,1280.22,Yes
0124,Male,0,Yes,No,66,No,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,88.82,5862.12,No
0125,Female,0,No,Yes,26,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),49.01,1274.26,No
0126,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,57.38,3270.66,Yes
0127,Male,1,Yes,No,25,No,No phone service,No,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),74.79,1869.75,Yes
0128,Female,1,Yes,No,30,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),62.75,1882.5,Yes
0129,Female,1,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.34,506.38,No
0130,Female,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),87.96,2374.92,No
0131,Male,0,No,No,11,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),49.62,545.82,Yes
0132,Male,1,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.88,751.04,No
0133,Male,1,No,Yes,11,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,61.72,678.92,Yes
0134,Male,1,Yes,No,30,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),22.18,665.4,Yes
0135,Male,1,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),104.66,1569.9,Yes
0136,Male,0,No,Yes,56,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),48.16,2696.96,Yes
0137,Male,1,Yes,Yes,35,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,106.02,3710.7,Yes
0138,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.46,3683.94,No
0139,Male,1,Yes,Yes,24,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,60.67,1456.08,No
0140,Female,0,Yes,No,8,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,85.03,680.24,Yes
0141,Male,0,Yes,No,43,No,No,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,119.2,5125.6,Yes
0142,Female,1,Yes,Yes,42,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,50.75,2131.5,Yes
0143,Female,1,No,Yes,41,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,65.04,2666.64,No
0144,Female,1,No,No,47,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),34.85,1637.95,Yes
0145,Male,0,No,No,26,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,107.14,2785.64,Yes
0146,Male,1,No,No,52,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),75.29,3915.08,No
0147,Male,1,No,No,22,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.19,664.18,Yes
0148,Male,1,No,Yes,5,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,79.76,398.8,No
0149,Female,0,Yes,No,15,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,66.79,1001.85,Yes
0150,Male,1,Yes,No,36,No,No,DSL,No internet service,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),50.74,1826.64,No
0151,Male,1,Yes,Yes,63,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,21.87,1377.81,No
0152,Male,0,No,No,49,Yes,No phone service,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Electronic check,41.64,2040.36,Yes
0153,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,40.6,2233.0,No
0154,Male,1,Yes,No,72,Yes,No,DSL,Yes,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),91.54,6590.88,Yes
0155,Female,0,Yes,No,60,No,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,45.92,2755.2,Yes
0156,Male,1,Yes,No,57,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,117.86,6718.02,Yes
0157,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,38.4,1113.6,No
0158,Male,0,Yes,Yes,19,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),109.31,2076.89,No
0159,Female,1,No,Yes,10,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,56.53,565.3,No
0160,Male,1,No,Yes,10,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.94,1199.4,Yes
0161,Male,1,No,Yes,57,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),100.38,5721.66,Yes
0162,Female,0,Yes,No,54,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,80.4,4341.6,No
0163,Female,1,No,No,56,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),103.06,5771.36,No
0164,Female,1,Yes,No,68,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),109.68,7458.24,Yes
0165,Male,1,No,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.76,8263.44,Yes
0166,Female,1,Yes,No,55,No,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,37.02,2036.1,Yes
0167,Male,1,Yes,No,69,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,78.47,5414.43,No
0168,Male,0,No,No,72,No,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,58.68,4224.96,Yes
0169,Female,1,No,No,1,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Electronic check,58.55,58.55,No
0170,Female,1,No,No,12,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.23,998.76,Yes
0171,Male,0,No,No,35,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,70.42,2464.7,Yes
0172,Male,1,No,No,33,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,101.05,3334.65,Yes
0173,Female,1,Yes,No,25,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,52.83,1320.75,No
0174,Female,1,No,No,16,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),73.0,1168.0,No
0175,Female,1,No,Yes,8,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,116.56,932.48,Yes
0176,Male,1,Yes,No,35,No,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,29.05,1016.75,Yes
0177,Male,0,No,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,46.85,2155.1,No
0178,Male,0,Yes,No,11,No,Yes,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),30.17,331.87,No
0179,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),26.27,1602.47,Yes
